metric,value
val_auc,0.8333333333333334
optimal_threshold,0.508891224861145
test_threshold_default,0.5
test_auc_default,0.5694444444444444
test_accuracy_default,0.47058823529411764
test_precision_default,0.47058823529411764
test_recall_default,1.0
test_f1_default,0.64
test_specificity_default,0.0
test_threshold_optimal,0.508891224861145
test_auc_optimal,0.5694444444444444
test_accuracy_optimal,0.5294117647058824
test_precision_optimal,0.5
test_recall_optimal,0.5
test_f1_optimal,0.5
test_specificity_optimal,0.5555555555555556
