metric,value
val_auc,0.5694444444444444
optimal_threshold,0.5405985713005066
test_threshold_default,0.5
test_auc_default,0.30303030303030304
test_accuracy_default,0.35294117647058826
test_precision_default,0.35294117647058826
test_recall_default,1.0
test_f1_default,0.5217391304347826
test_specificity_default,0.0
test_threshold_optimal,0.5405985713005066
test_auc_optimal,0.30303030303030304
test_accuracy_optimal,0.4117647058823529
test_precision_optimal,0.25
test_recall_optimal,0.3333333333333333
test_f1_optimal,0.2857142857142857
test_specificity_optimal,0.45454545454545453
